NAME : 200_2
TYPE : EVRP-TW-SPD
DIMENSION : 301
VEHICLES : 500
DISPATCHINGCOST : 300
UNITCOST : 0.014
CAPACITY : 2.5
ELECTRIC_POWER : 30.0
CONSUMPTION_RATE : 0.00025
RECHARGING_RATE : 1.0
EDGE_WEIGHT_TYPE : EXPLICIT
NODE_SECTION
ID,type,lng,lat,delivery,pickup,first_receive_tm,last_receive_tm,service_time
66,c,116.183096,39.701018,0.006089324428469,0.042270675571531,150,240,30
67,c,116.271700,39.696305,0.001314029893884,0.047405970106116,60,150,30
68,c,116.195216,39.828493,0.003402529931477,0.002681470068523,0,60,30
69,c,116.476932,39.879978,0.120509996303045,0.069970003696955,60,150,30
70,c,116.225847,40.143419,0.002216389651177,0.007783610348823,120,210,30
71,c,116.418194,39.935658,0.001165506133354,0.000034493866646,180,240,30
72,c,116.325976,40.165618,0.082028141454281,0.135751858545719,150,210,30
73,c,116.301821,39.788007,0.004191144305189,0.002808855694811,180,240,30
74,c,116.357250,39.877552,1.208030432087131,0.115489567912869,120,180,30
75,c,116.408927,39.862725,0.118429798734886,0.050750201265114,180,240,30
76,c,116.607442,39.980989,0.072926211995292,0.027753788004708,120,180,30
77,c,116.264527,39.904420,0.465398854106553,0.291981145893447,180,240,30
78,c,116.348770,39.709968,0.025328344358560,0.261171655641440,120,180,30
79,c,116.526961,39.813701,0.254772501307451,0.450667498692549,150,180,30
80,c,116.537335,39.874379,0.094493453710600,0.084006546289400,60,90,30
81,c,116.422373,39.922823,0.211752123598346,0.021427876401654,120,150,30
82,c,116.317850,40.049692,0.137853743496996,0.148646256503004,120,150,30
83,c,116.558528,39.770781,0.042835630536737,0.154444369463263,210,240,30
84,c,116.494686,39.859979,0.007881554920923,0.006718445079077,60,90,30
85,c,116.653142,39.912428,0.012666476426362,0.012333523573638,90,120,30
86,c,116.539637,40.031550,0.010900780447048,0.000199219552952,60,90,30
87,c,116.437659,39.922118,0.022133327152341,0.003466672847659,30,150,30
88,c,116.414636,40.081922,0.088984319110192,0.051015680889808,60,180,30
89,c,116.608911,39.943043,0.021199559863984,0.012600440136016,0,120,30
90,c,116.240179,39.832163,0.155291244468758,0.039708755531242,30,150,30
91,c,116.624930,39.922502,0.306340506747650,0.242409493252350,0,120,30
92,c,116.443819,39.737954,0.033974647525200,0.168650352474800,60,180,30
93,c,116.157995,39.971411,0.039478423120201,0.195221576879799,0,120,30
94,c,116.402641,39.869400,0.582258381054500,0.201921618945500,60,180,30
95,c,116.498756,40.137610,1.036196244557064,0.436143755442935,150,240,30
96,c,116.576626,39.932080,0.247488196426281,0.139091803573719,90,180,30
97,c,116.459352,39.926201,0.541877119565537,0.113242880434464,120,210,30
98,c,116.339701,40.000489,0.655142521383878,0.412677478616122,150,240,30
99,c,116.580670,39.847048,0.281803204732759,0.406556795267241,60,150,30
100,c,116.455124,39.817649,0.256377414195355,0.315962585804644,0,90,30
101,c,116.414650,39.844925,1.296410907437289,0.810089092562711,60,150,30
102,c,116.320712,39.911024,0.914215212085700,0.232944787914300,0,90,30
103,c,116.187568,39.855124,0.235948388777027,0.311731611222973,90,150,30
104,c,116.660333,39.956927,0.027245691368854,0.018054308631146,120,180,30
105,c,116.382861,39.870491,0.051644917308566,0.012995082691434,180,240,30
106,c,116.602154,39.951390,0.828342870674966,0.432837129325034,120,180,30
107,c,116.598924,39.896730,0.300686464275687,0.276013535724313,210,240,30
108,c,116.293006,39.907580,0.460201752562732,0.188898247437268,120,150,30
109,c,116.244166,40.042737,0.066081934670192,0.136458065329808,120,150,30
110,c,116.414572,40.009596,0.507548767293825,0.142751232706175,150,180,30
111,c,116.207234,40.065070,0.041437381356879,0.139342618643121,120,240,30
112,c,116.498353,39.934944,0.030949603723841,0.009010396276159,60,180,30
113,c,116.397493,39.887702,1.698548800224106,0.339371199775894,180,240,30
114,c,116.279376,39.756590,0.138371606092533,0.168328393907467,180,210,30
115,c,116.374850,40.056219,0.094157465883821,0.064082534116179,180,210,30
116,c,116.408855,39.920865,0.838007661446765,0.053932338553235,0,120,30
117,c,116.318109,40.013436,0.234287971407411,0.202672028592589,150,180,30
118,c,116.452279,39.748087,0.158166176249489,0.631593823750511,180,210,30
119,c,116.393179,40.122868,0.159855180157223,0.138304819842777,0,60,30
120,c,116.595639,39.929766,0.130690075365046,0.083629924634954,30,150,30
121,c,116.487234,40.133630,0.017449688031368,0.007850311968632,60,180,30
122,c,116.165116,39.871749,0.038190684319863,0.092209315680137,180,210,30
123,c,116.277710,40.042378,0.078301429539271,0.116698570460729,0,30,30
124,c,116.194162,40.007520,0.038497318156210,0.122802681843790,120,150,30
125,c,116.566022,39.778848,0.097128674691645,0.314935325308355,120,240,30
126,c,116.411912,39.916844,0.178228481704815,0.016771518295185,30,150,30
127,c,116.437106,39.920872,0.126924115704811,0.020440884295189,120,210,30
128,c,116.599102,39.772456,0.000768432926448,0.003001567073552,120,210,30
129,c,116.443319,39.881481,0.006018409883975,0.002581590116025,180,240,30
130,c,116.390961,40.116369,0.027013596195715,0.022986403804285,150,210,30
131,c,116.320231,39.954882,0.662220729916659,0.337779270083341,0,60,30
132,c,116.606759,39.894672,0.508185433937119,0.491814566062881,90,120,30
133,c,116.252625,40.078747,0.079177836106822,0.173822163893178,0,60,30
134,c,116.647880,39.897239,0.063959881731050,0.070365118268950,180,210,30
135,c,116.246718,40.040702,0.033790971067382,0.067409028932618,0,30,30
136,c,116.343155,39.976824,0.065039254460078,0.031440745539922,30,150,30
137,c,116.535963,40.124322,0.133981096341421,0.035018903658579,0,120,30
138,c,116.169350,40.093857,0.110525378337278,0.684694621662722,120,240,30
139,c,116.411440,39.956709,0.001113038144030,0.000086961855970,0,90,30
140,c,116.298525,40.111116,0.002995635960736,0.005004364039264,120,210,30
141,c,116.203074,39.747912,0.003499898025371,0.001700101974629,0,90,30
142,c,116.097985,39.986269,0.000000000000000,0.001200000000000,0,90,30
143,c,116.671750,39.886428,0.650945146379668,0.855054853620332,90,150,30
144,c,116.293570,39.855023,0.065833269727859,0.004114730272141,90,150,30
145,c,116.500452,39.783334,0.027742126967942,0.068457873032058,120,150,30
146,c,116.478996,40.014860,0.019939134132878,0.001640865867122,0,60,30
147,c,116.340721,40.038179,0.008936366860856,0.007343633139144,0,120,30
148,c,116.459293,39.829528,0.021823262692218,0.023186737307782,120,240,30
149,c,116.569730,39.803575,0.002684392607697,0.006235607392303,0,120,30
150,c,116.351898,39.825749,0.030236571735146,0.014833428264854,60,150,30
151,c,116.604977,39.918527,0.002925063935611,0.002204936064389,120,210,30
152,c,116.177798,39.829510,0.019197026391616,0.022932973608384,150,240,30
153,c,116.161266,39.972374,0.013160228581398,0.061289771418602,120,180,30
154,c,116.120459,39.963404,0.004617206585714,0.066572793414286,0,60,30
155,c,116.327497,39.772979,0.027190904165763,0.033509095834237,180,210,30
156,c,116.296617,40.158843,0.021490106455441,0.043059893544559,120,180,30
157,c,116.327706,39.795505,0.115123911871837,0.085776088128163,180,210,30
158,c,116.259961,39.735708,0.002926157550823,0.005673842449177,60,90,30
159,c,116.538987,40.054967,0.254017404328593,0.013070595671407,120,240,30
160,c,116.527949,39.847399,0.075157990175441,0.088007009824559,0,90,30
161,c,116.326410,39.884319,0.035460066340644,0.002619933659356,60,150,30
162,c,116.583582,39.762536,0.016478433536051,0.072981566463949,60,150,30
163,c,116.283098,39.777327,0.020900808665602,0.014799191334398,60,150,30
164,c,116.253246,39.905355,0.059121858355643,0.044538141644357,180,240,30
165,c,116.502255,39.953948,0.187939656195639,0.039260343804361,180,240,30
166,c,116.148390,39.867188,0.125230602392294,0.429749397607706,0,60,30
167,c,116.118358,39.744257,0.015329101970652,0.034370898029348,90,120,30
168,c,116.496966,40.095030,0.060773098565148,0.017666901434852,60,120,30
169,c,116.443437,40.020307,0.114912645978002,0.024577354021998,120,150,30
170,c,116.444703,39.860382,0.228773160493837,0.140726839506163,180,210,30
171,c,116.293638,39.945433,0.125792896394049,0.082207103605951,0,60,30
172,c,116.434328,39.881502,0.123963193342350,0.048542806657650,90,210,30
173,c,116.428901,40.143464,0.145664798574293,0.108301201425707,0,90,30
174,c,116.306186,40.124993,0.064129645426003,0.106300354573997,0,60,30
175,c,116.311595,40.016133,0.132088944655533,0.123911055344467,30,120,30
176,c,116.588646,39.793364,0.000788117534038,0.002211882465962,180,240,30
177,c,116.382400,39.749230,0.005092394626727,0.014907605373273,120,180,30
178,c,116.393017,40.031609,0.006120983628966,0.002879016371034,30,90,30
179,c,116.520403,39.925765,0.002118828440405,0.000881171559595,150,180,30
180,c,116.268232,39.774478,0.001845487569647,0.001154512430353,180,210,30
181,c,116.545907,39.809461,0.003671401643240,0.007328598356760,150,180,30
182,c,116.656850,39.892983,0.001376307263960,0.001623692736040,180,210,30
183,c,116.230996,39.778936,0.004981610684804,0.001018389315196,0,90,30
184,c,116.364302,39.878255,0.005351698378022,0.000648301621978,120,240,30
185,c,116.505000,39.852726,0.007046860592555,0.006953139407445,90,180,30
186,c,116.614302,39.878936,0.005079325249745,0.005920674750255,60,150,30
187,c,116.409102,40.108765,0.012268397704067,0.008731602295933,120,210,30
188,c,116.489591,40.029592,0.025427808267527,0.002572191732473,90,150,30
189,c,116.233198,40.073006,0.016388446224435,0.042611553775565,120,180,30
190,c,116.322964,39.871833,0.016678001172771,0.000321998827229,60,120,30
191,c,116.494016,39.957116,0.213943439749134,0.036386560250866,180,210,30
192,c,116.207093,39.878158,0.046392809213454,0.054557190786546,210,240,30
193,c,116.447249,39.850796,0.104542517862152,0.075857482137848,0,120,30
194,c,116.250291,39.710107,0.027011207851706,0.157068792148294,120,240,30
195,c,116.404770,40.003738,0.124857053520829,0.037176946479171,30,120,30
196,c,116.416723,40.047786,0.166954170814921,0.071113829185079,0,90,30
197,c,116.544121,39.865704,0.133067714685191,0.134977285314809,120,210,30
198,c,116.652161,39.899866,0.083089944750895,0.090540055249105,0,90,30
199,c,116.641990,40.048796,0.204570294332514,0.039589705667486,60,120,30
200,c,116.381163,39.799075,0.124388751172806,0.134216248827194,120,180,30
201,f,116.217400,39.984590,0.000000000000000,0.000000000000000,0,960,0
202,f,116.585962,39.919669,0.000000000000000,0.000000000000000,0,960,0
203,f,116.258337,40.039448,0.000000000000000,0.000000000000000,0,960,0
204,f,116.390516,39.806652,0.000000000000000,0.000000000000000,0,960,0
205,f,116.670256,39.975514,0.000000000000000,0.000000000000000,0,960,0
206,f,116.599632,39.905655,0.000000000000000,0.000000000000000,0,960,0
207,f,116.217457,39.787417,0.000000000000000,0.000000000000000,0,960,0
208,f,116.502812,40.130060,0.000000000000000,0.000000000000000,0,960,0
209,f,116.561861,40.058198,0.000000000000000,0.000000000000000,0,960,0
210,f,116.203138,40.108127,0.000000000000000,0.000000000000000,0,960,0
211,f,116.504059,39.863699,0.000000000000000,0.000000000000000,0,960,0
212,f,116.424813,39.899581,0.000000000000000,0.000000000000000,0,960,0
213,f,116.624543,39.925418,0.000000000000000,0.000000000000000,0,960,0
214,f,116.433181,39.888535,0.000000000000000,0.000000000000000,0,960,0
215,f,116.377841,39.913232,0.000000000000000,0.000000000000000,0,960,0
216,f,116.664135,39.872725,0.000000000000000,0.000000000000000,0,960,0
217,f,116.352988,39.970718,0.000000000000000,0.000000000000000,0,960,0
218,f,116.206756,40.107316,0.000000000000000,0.000000000000000,0,960,0
219,f,116.455132,39.839993,0.000000000000000,0.000000000000000,0,960,0
220,f,116.599981,39.965741,0.000000000000000,0.000000000000000,0,960,0
221,f,116.172846,39.723572,0.000000000000000,0.000000000000000,0,960,0
222,f,116.335947,39.820596,0.000000000000000,0.000000000000000,0,960,0
223,f,116.200985,40.034208,0.000000000000000,0.000000000000000,0,960,0
224,f,116.685860,39.972487,0.000000000000000,0.000000000000000,0,960,0
225,f,116.457188,39.863456,0.000000000000000,0.000000000000000,0,960,0
226,f,116.138081,39.988933,0.000000000000000,0.000000000000000,0,960,0
227,f,116.551442,39.763097,0.000000000000000,0.000000000000000,0,960,0
228,f,116.314554,39.858211,0.000000000000000,0.000000000000000,0,960,0
229,f,116.104690,39.749999,0.000000000000000,0.000000000000000,0,960,0
230,f,116.303607,40.024723,0.000000000000000,0.000000000000000,0,960,0
231,f,116.442041,39.920481,0.000000000000000,0.000000000000000,0,960,0
232,f,116.194423,39.913680,0.000000000000000,0.000000000000000,0,960,0
233,f,116.179758,40.162597,0.000000000000000,0.000000000000000,0,960,0
234,f,116.486105,39.912508,0.000000000000000,0.000000000000000,0,960,0
235,f,116.467600,39.794389,0.000000000000000,0.000000000000000,0,960,0
236,f,116.236991,39.842206,0.000000000000000,0.000000000000000,0,960,0
237,f,116.442219,39.753490,0.000000000000000,0.000000000000000,0,960,0
238,f,116.469690,39.909685,0.000000000000000,0.000000000000000,0,960,0
239,f,116.349319,39.725585,0.000000000000000,0.000000000000000,0,960,0
240,f,116.497598,40.142543,0.000000000000000,0.000000000000000,0,960,0
241,f,116.224683,39.953734,0.000000000000000,0.000000000000000,0,960,0
242,f,116.403354,39.865386,0.000000000000000,0.000000000000000,0,960,0
243,f,116.248411,39.831935,0.000000000000000,0.000000000000000,0,960,0
244,f,116.493575,39.907120,0.000000000000000,0.000000000000000,0,960,0
245,f,116.329388,39.967074,0.000000000000000,0.000000000000000,0,960,0
246,f,116.189809,39.725939,0.000000000000000,0.000000000000000,0,960,0
247,f,116.438641,39.799719,0.000000000000000,0.000000000000000,0,960,0
248,f,116.357893,39.892747,0.000000000000000,0.000000000000000,0,960,0
249,f,116.407998,39.749117,0.000000000000000,0.000000000000000,0,960,0
250,f,116.216938,39.789261,0.000000000000000,0.000000000000000,0,960,0
251,f,116.553989,39.795011,0.000000000000000,0.000000000000000,0,960,0
252,f,116.539630,39.795414,0.000000000000000,0.000000000000000,0,960,0
253,f,116.534639,40.090900,0.000000000000000,0.000000000000000,0,960,0
254,f,116.437925,39.756927,0.000000000000000,0.000000000000000,0,960,0
255,f,116.221050,40.166143,0.000000000000000,0.000000000000000,0,960,0
256,f,116.326814,39.951735,0.000000000000000,0.000000000000000,0,960,0
257,f,116.182432,40.075431,0.000000000000000,0.000000000000000,0,960,0
258,f,116.283392,40.100405,0.000000000000000,0.000000000000000,0,960,0
259,f,116.261736,39.723760,0.000000000000000,0.000000000000000,0,960,0
260,f,116.552526,40.044258,0.000000000000000,0.000000000000000,0,960,0
261,f,116.184164,40.028045,0.000000000000000,0.000000000000000,0,960,0
262,f,116.447440,39.908740,0.000000000000000,0.000000000000000,0,960,0
263,f,116.477662,39.871087,0.000000000000000,0.000000000000000,0,960,0
264,f,116.275942,39.969818,0.000000000000000,0.000000000000000,0,960,0
265,f,116.582867,39.915754,0.000000000000000,0.000000000000000,0,960,0
266,f,116.411090,39.974251,0.000000000000000,0.000000000000000,0,960,0
267,f,116.299608,39.959584,0.000000000000000,0.000000000000000,0,960,0
268,f,116.514712,39.909990,0.000000000000000,0.000000000000000,0,960,0
269,f,116.206083,39.933897,0.000000000000000,0.000000000000000,0,960,0
270,f,116.202200,39.886733,0.000000000000000,0.000000000000000,0,960,0
271,f,116.668215,39.911538,0.000000000000000,0.000000000000000,0,960,0
272,f,116.168679,40.146756,0.000000000000000,0.000000000000000,0,960,0
273,f,116.435277,39.977674,0.000000000000000,0.000000000000000,0,960,0
274,f,116.408276,40.049474,0.000000000000000,0.000000000000000,0,960,0
275,f,116.236187,39.929315,0.000000000000000,0.000000000000000,0,960,0
276,f,116.382974,39.948041,0.000000000000000,0.000000000000000,0,960,0
277,f,116.311107,39.973223,0.000000000000000,0.000000000000000,0,960,0
278,f,116.237721,39.837160,0.000000000000000,0.000000000000000,0,960,0
279,f,116.610408,39.836067,0.000000000000000,0.000000000000000,0,960,0
280,f,116.293596,40.147832,0.000000000000000,0.000000000000000,0,960,0
281,f,116.277020,39.830488,0.000000000000000,0.000000000000000,0,960,0
282,f,116.455538,39.950869,0.000000000000000,0.000000000000000,0,960,0
283,f,116.205729,39.884996,0.000000000000000,0.000000000000000,0,960,0
284,f,116.525821,40.007413,0.000000000000000,0.000000000000000,0,960,0
285,f,116.542853,39.901007,0.000000000000000,0.000000000000000,0,960,0
286,f,116.701421,39.955495,0.000000000000000,0.000000000000000,0,960,0
287,f,116.348421,39.716028,0.000000000000000,0.000000000000000,0,960,0
288,f,116.569945,39.811924,0.000000000000000,0.000000000000000,0,960,0
289,f,116.268567,39.834271,0.000000000000000,0.000000000000000,0,960,0
290,f,116.583337,39.919970,0.000000000000000,0.000000000000000,0,960,0
291,f,116.513370,39.930022,0.000000000000000,0.000000000000000,0,960,0
292,f,116.325338,39.971430,0.000000000000000,0.000000000000000,0,960,0
293,f,116.196741,39.922657,0.000000000000000,0.000000000000000,0,960,0
294,f,116.140187,39.859227,0.000000000000000,0.000000000000000,0,960,0
295,f,116.314825,40.074427,0.000000000000000,0.000000000000000,0,960,0
296,f,116.467080,39.931013,0.000000000000000,0.000000000000000,0,960,0
297,f,116.548662,40.036603,0.000000000000000,0.000000000000000,0,960,0
298,f,116.351686,40.089501,0.000000000000000,0.000000000000000,0,960,0
299,f,116.475229,39.794744,0.000000000000000,0.000000000000000,0,960,0
300,f,116.186725,39.733337,0.000000000000000,0.000000000000000,0,960,0
DISTANCETIME_SECTION
ID,from_node,to_node,distance,spend_tm
0,0,1,48504,71
1,0,2,33362,62
2,0,3,22698,41
3,0,4,34166,78
4,0,5,59534,97
5,0,6,32044,64
6,0,7,8958,15
7,0,8,38048,64
8,0,9,20199,42
9,0,10,35397,74
10,0,11,39304,51
11,0,12,5963,10
12,0,13,56300,95
13,0,14,10194,17
14,0,15,50813,79
15,0,16,45261,71
16,0,17,33122,57
17,0,18,33398,41
18,0,19,27585,42
19,0,20,52268,47
20,0,21,26591,34
21,0,22,35760,58
22,0,23,21925,27
23,0,24,4540,10
24,0,25,25102,45
25,0,26,63598,99
26,0,27,31650,68
27,0,28,42256,59
28,0,29,60186,92
29,0,30,38201,67
30,0,31,33480,73
31,0,32,57308,87
32,0,33,59062,90
33,0,34,39355,73
34,0,35,34506,66
35,0,36,32181,36
36,0,37,22026,51
37,0,38,21585,43
38,0,39,37612,64
39,0,40,40202,43
40,0,41,55554,91
41,0,42,10794,20
42,0,43,51854,87
43,0,44,26017,47
44,0,45,59995,90
45,0,46,15681,34
46,0,47,35575,77
47,0,48,59528,81
48,0,49,46897,83
49,0,50,30293,51
50,0,51,60477,56
51,0,52,39634,78
52,0,53,23836,60
53,0,54,58426,94
54,0,55,26737,51
55,0,56,30871,60
56,0,57,9011,19
57,0,58,38422,68
58,0,59,55060,75
59,0,60,45027,77
60,0,61,18726,34
61,0,62,36348,72
62,0,63,26348,64
63,0,64,27770,70
64,0,65,15990,36
65,0,66,65523,59
66,0,67,67984,61
67,0,68,42162,48
68,0,69,45697,87
69,0,70,22995,23
70,0,71,34884,80
71,0,72,31831,32
72,0,73,40088,74
73,0,74,32096,66
74,0,75,38244,79
75,0,76,51694,73
76,0,77,26103,48
77,0,78,48497,89
78,0,79,57979,95
79,0,80,51089,84
80,0,81,36045,82
81,0,82,16817,30
82,0,83,61083,105
83,0,84,48058,89
84,0,85,55912,93
85,0,86,40393,66
86,0,87,37698,73
87,0,88,24508,64
88,0,89,50111,75
89,0,90,36947,46
90,0,91,50063,85
91,0,92,54208,84
92,0,93,28950,37
93,0,94,37945,77
94,0,95,53458,51
95,0,96,47399,76
96,0,97,38368,73
97,0,98,18519,44
98,0,99,55764,89
99,0,100,45447,82
100,0,101,40069,69
101,0,102,26195,52
102,0,103,37210,43
103,0,104,60579,82
104,0,105,35666,71
105,0,106,49036,72
106,0,107,52178,88
107,0,108,25604,50
108,0,109,6588,13
109,0,110,27595,42
110,0,111,3439,7
111,0,112,39437,75
112,0,113,35182,76
113,0,114,47723,61
114,0,115,27198,46
115,0,116,35403,77
116,0,117,15541,32
117,0,118,52593,86
118,0,119,22672,51
119,0,120,47020,76
120,0,121,50778,46
121,0,122,34301,37
122,0,123,9927,21
123,0,124,6029,7
124,0,125,55736,66
125,0,126,30324,36
126,0,127,31519,37
127,0,128,58605,70
128,0,129,42407,82
129,0,130,21744,48
130,0,131,19953,42
131,0,132,52111,84
132,0,133,7596,14
133,0,134,55552,86
134,0,135,7048,13
135,0,136,20574,46
136,0,137,52900,48
137,0,138,5514,8
138,0,139,33300,62
139,0,140,14665,30
140,0,141,52107,67
141,0,142,19762,24
142,0,143,57960,92
143,0,144,31916,59
144,0,145,51147,95
145,0,146,31490,50
146,0,147,15710,35
147,0,148,45514,82
148,0,149,59528,90
149,0,150,36631,68
150,0,151,51790,86
151,0,152,40309,45
152,0,153,30298,40
153,0,154,25343,33
154,0,155,42813,80
155,0,156,22583,47
156,0,157,39314,74
157,0,158,50296,63
158,0,159,42375,65
159,0,160,54617,86
160,0,161,29230,63
161,0,162,70319,104
162,0,163,47623,62
163,0,164,27308,53
164,0,165,42435,76
165,0,166,36637,38
166,0,167,50683,49
167,0,168,40660,63
168,0,169,34111,60
169,0,170,45181,88
170,0,171,21093,39
171,0,172,43014,80
172,0,173,41642,43
173,0,174,16240,37
174,0,175,15511,33
175,0,176,60934,95
176,0,177,47090,82
177,0,178,25479,40
178,0,179,43636,75
179,0,180,45925,55
180,0,181,57805,93
181,0,182,56445,91
182,0,183,48932,59
183,0,184,32673,70
184,0,185,49569,94
185,0,186,54573,90
186,0,187,24697,64
187,0,188,36137,69
188,0,189,5739,10
189,0,190,30318,56
190,0,191,39194,74
191,0,192,36920,43
192,0,193,42773,80
193,0,194,67770,62
194,0,195,27654,45
195,0,196,30022,53
196,0,197,52390,87
197,0,198,55273,85
198,0,199,50069,71
199,0,200,42413,82
200,0,201,21929,41
201,0,202,47682,76
202,0,203,8311,17
203,0,204,43223,78
204,0,205,56118,83
205,0,206,50716,81
206,0,207,43476,56
207,0,208,44457,69
208,0,209,45925,69
209,0,210,9003,14
210,0,211,48204,88
211,0,212,40647,81
212,0,213,49666,83
213,0,214,41886,89
214,0,215,34259,74
215,0,216,59512,97
216,0,217,22163,41
217,0,218,9552,16
218,0,219,44301,76
219,0,220,49797,72
220,0,221,38054,45
221,0,222,36084,43
222,0,223,3504,4
223,0,224,41996,50
224,0,225,45361,88
225,0,226,10781,12
226,0,227,71808,108
227,0,228,30502,36
228,0,229,49164,45
229,0,230,12848,29
230,0,231,37993,76
231,0,232,28405,45
232,0,233,18404,21
233,0,234,41539,80
234,0,235,51919,84
235,0,236,36733,54
236,0,237,51177,84
237,0,238,40970,78
238,0,239,46869,83
239,0,240,52842,51
240,0,241,23468,36
241,0,242,37524,76
242,0,243,38269,50
243,0,244,42259,79
244,0,245,20188,42
245,0,246,56572,66
